"annotation_id","annotator","c4_id","cleaning_other","cleaning_quality","comments","content_moderation","created_at","document_type","document_type_other","id","lead_time","metadata","pii_labels","privacy_other","privacy_type","quality_score","readability","readability_other","text","timestamp","topic","topic_other","updated_at","url"
|                   | RGTM-06?MAE?  | 1     | 14900 [4.4]            | 5900 [1.7]           | 24600 [7.2]               | 17   | 13 | 750 [354]                | 71              |
|                   |               | 2     | 18200 [5.3]            | 6400 [1.9]           |                           |      |    | 825 [389]                | 74              |
|                   | ROCA-070E03   | 1     | 14300 [4.2]            | 6100 [1.8]           | 24800 [7.3]               | 17.5 | 13 | 600 [283]                | 71              |
|                   |               | 2     | 18400 [5.4]            | 6400 [1.9]           |                           |      |    | 800 [378]                | 74              |
|                   | ROLA-070E03   | 1     | 14100 [4.1]            | 6100 [1.8]           | 24800 [7.3]               | 17   | 13 | 600 [283]                | 71              |
|                   |               | 2     | 18400 [5.4]            | 6400 [1.9]           |                           |      |    | 800 [378]                | 74              |
|                   | RCFL-H*2417+RXMD-C06 | Coil Only | 1     | 13700 [4.0]            | 6100 [1.8]           | 24200 [7.1]               | 15.1 | 12.5 | 625 [295]                | 71              |
|                   |               | 2     | 17800 [5.2]            | 6400 [1.9]           |                           |      |    | 825 [389]                | 74              |
|                   | RCFL-H*2617   | RGFE-06?MCK? | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13 | 575 [271]                | 71              |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |    | 800 [378]                | 74              |
|                   |               | RGFE-07?MCK? | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13 | 600 [283]                | 71              |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |    | 825 [389]                | 74              |

① Highest sales volume tested combination required by D.O.E. test procedures.

| Outdoor Unit UASL-025JEC | Model Numbers | Stage | Net Sensible BTU/H [kW] | Net Latent BTU/H [kW] | AHRI Ratings | Total Capacity BTU/H [kW] | SEER | EER | Indoor Airflow CFM [L/s] | Sound Rating dB |
|--------------------------|---------------|-------|------------------------|----------------------|--------------|---------------------------|------|-----|-------------------------|----------------|
|                          | ID Coil       |       |                        |                      |              |                           |      |     |                         |                |
| Rev. 5/8/2012            | RGFG-06?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGFG-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 850 [401]               | 74             |
|                          | RGGE-06?MCK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 625 [295]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGGE-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGJF-06?MCK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 625 [295]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGJF-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGLE-07?AMK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25800 [7.6]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19300 [5.7]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGPE-05?BMK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGPE-07?AMK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25800 [7.6]  | 18                        | 13   |     | 625 [295]               | 71             |
|                          |               | 2     | 19300 [5.7]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGRM-04?MAE?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGRM-06?MAE?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGRM-07?MAE?  | 1     | 14800 [4.3]            | 6000 [1.8]           | 25400 [7.4]  | 17.5                      | 13   |     | 625 [295]               | 71             |
|                          |               | 2     | 18900 [5.5]            | 6500 [1.9]           |              |                           |      |     | 850 [401]               | 74             |
|                          | RGTM-06?MAE?  | 1     | 15800 [4.6]            | 5800 [1.7]           | 25600 [7.5]  | 18                        | 13   |     | 750 [354]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | ROCA-070EO3   | 1     | 14500 [4.2]            | 6100 [1.8]           | 25800 [7.6]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19300 [5.7]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | ROLA-070EO3   | 1     | 14500 [4.2]            | 6100 [1.8]           | 25800 [7.6]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19300 [5.7]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RCFL-H*2617+RXMD-C06 | Coil Only | 1     | 14400 [4.2]            | 6000 [1.8]           | 25200 [7.4]  | 15.5                      | 12.5 |     | 625 [295]               | 71             |
|                          |               | 2     | 18700 [5.5]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RCFL-H*2621   | RGFE-06?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGFE-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGFG-06?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |
|                          | RGFG-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 600 [283]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 850 [401]               | 74             |
|                          | RGGE-06?MCK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 625 [295]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 825 [389]               | 74             |
|                          | RGGE-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]  | 18                        | 13   |     | 575 [271]               | 71             |
|                          |               | 2     | 19100 [5.6]            | 6500 [1.9]           |              |                           |      |     | 800 [378]               | 74             |

① Highest sales volume tested combination required by D.O.E. test procedures.

| Outdoor Unit UASL- | Model Numbers | Stage | Net Sensible BTU/H [kW] | Net Latent BTU/H [kW] | Total Capacity BTU/H [kW] | SEER | EER | Indoor Airflow CFM [L/s] | Sound Rating dB |
|-------------------|---------------|-------|------------------------|----------------------|---------------------------|------|-----|--------------------------|----------------|
|                   | ID Coil       |       |                        |                      |                           |      |     |                          |                |
| Rev. 5/8/2012     | RGJF-06?MCK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25600 [7.5]               | 18   | 13  | 625 [295]                | 71             |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |     | 825 [389]                | 74             |
|                   | RGJF-07?MCK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13  | 575 [271]                | 71             |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |     | 800 [378]                | 74             |
|                   | RGLE-07?AMK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25800 [7.6]               | 18   | 13  | 600 [283]                | 71             |
|                   |               | 2     | 19300 [5.7]            | 6500 [1.9]           |                           |      |     | 800 [378]                | 74             |
|                   | RGPE-05?BMK?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13  | 575 [271]                | 71             |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |     | 800 [378]                | 74             |
|                   | RGPE-07?AMK?  | 1     | 15000 [4.4]            | 6000 [1.8]           | 25800 [7.6]               | 18   | 13  | 625 [295]                | 71             |
|                   |               | 2     | 19300 [5.7]            | 6500 [1.9]           |                           |      |     | 825 [389]                | 74             |
|                   | RGRM-04?MAE?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13  | 575 [271]                | 71             |
|                   |               | 2     | 19100 [5.6]            | 6500 [1.9]           |                           |      |     | 800 [378]                | 74             |
|                   | RGRM-06?MAE?  | 1     | 14500 [4.2]            | 6100 [1.8]           | 25600 [7.5]               | 18   | 13  | 600 [283]                | 71             |
